date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
1970-01-08 18:15:00,124443,127695.75,112158.0,124240.09115203656,131665.0448651918,121350.93596944882,124204.7544784651,114735.36880712947
1970-01-08 18:30:00,121860,129132.0,105229.0,126573.41790719308,124640.6990661528,124284.58427442024,119211.85509698142,115799.07019278494
1970-01-08 18:45:00,123821,125322.25,101341.0,125976.63991239006,126623.84720123137,122359.3027532225,116054.99314767295,116614.85700641447
1970-01-08 19:00:00,128907,124505.25,111077.0,125274.82114255006,143259.13454746705,121716.74448947488,127279.33613499676,117326.37711124554
1970-01-08 19:15:00,123233,124757.75,104886.0,125028.19023246397,131669.47015596917,121192.05490178108,123302.67051527972,117901.13768483172
1970-01-08 19:30:00,122628,124455.25,112097.0,124754.91106577012,133921.57727786573,120532.6556205878,133166.02611413755,118366.5142936048
1970-01-08 19:45:00,117814,124647.25,108771.0,124703.55924114346,131822.29261483098,120718.07674942932,127804.14480276468,118689.8968005542
1970-01-08 20:00:00,123048,123145.5,111516.0,123960.40121705386,138210.95750765764,121192.14160492242,127040.83189560116,118826.65749201443
1970-01-08 20:15:00,122336,121680.75,115335.0,122873.06060166376,133668.8593765506,119691.21818238431,129248.1102736468,118768.3590353702
1970-01-08 20:30:00,124700,121456.5,120535.0,122197.0575809486,125274.80962436856,118825.06921660484,126071.04636937586,118435.34034931184
1970-01-08 20:45:00,108299,121974.5,112801.0,122090.74226073586,102347.47858462432,118455.30548189684,114683.8353654857,117972.93469639908
1970-01-08 21:00:00,115031,119595.75,118429.0,120900.52844558274,113423.15072703426,117855.22294265724,119556.44067004487,117339.2243565628
1970-01-08 21:15:00,116430,117591.5,118738.0,119322.03830133168,112445.73329868092,117309.07403435766,117770.73458849032,116590.13226727625
1970-01-08 21:30:00,123349,116115.0,115279.0,117792.53164101596,112080.14224130433,117017.60555335482,115322.47112952852,115727.838867913
1970-01-08 21:45:00,124528,115777.25,108869.0,116831.28916526624,110319.34359935264,113703.7902910078,113149.77327319911,114825.89920320956
1970-01-08 22:00:00,132601,119834.5,105271.0,118263.7508913218,107078.337097007,116052.16240258297,114394.69177816414,114003.98568246346
1970-01-08 22:15:00,131521,124227.0,103886.0,121108.08203594948,103247.13457717429,119776.22427382696,115936.72189182484,113359.48036852785
1970-01-08 22:30:00,116980,127999.75,99387.0,124408.419498992,107315.29284950983,122475.49757325994,119168.93108918678,112925.61503257288
1970-01-08 22:45:00,104534,126407.5,112275.0,125360.52805223737,149239.5712925779,120772.48782149644,130505.77345248051,112550.57032138325
1970-01-08 23:00:00,113906,121409.0,120556.0,123478.3563151952,146311.39186938456,120147.72498228063,131761.56199128187,112185.81082518028
1970-01-08 23:15:00,113832,116735.25,102609.0,120264.6666671469,111445.34421555081,119471.76400864829,111641.94715531444,111810.43378965015
1970-01-08 23:30:00,110253,112313.0,101845.0,116461.34972173387,110474.5723853451,114096.99383540943,106596.15094233514,111482.83817502527
1970-01-08 23:45:00,117564,110631.25,97735.0,113664.5119685028,109755.46633300342,109232.23157112225,101123.5135873836,111343.51984209694
