date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
2019-07-18 03:30:00,108065,108223.0,108075.0,109628.12992580322,109280.09554287161,109629.4788886161,108105.5,106040.13866791702
2019-07-18 03:35:00,111414,108065.0,108641.0,109008.51249358658,108674.53940090461,109057.5085502904,107315.1189375009,105731.36996748263
2019-07-18 03:40:00,106023,111414.0,103949.0,109962.03655281488,108129.70200361771,109305.14491382331,106592.1503063169,105408.77359736532
2019-07-18 03:45:00,107629,106023.0,103867.0,108400.62078437932,106604.18562338903,108421.25665615872,106096.0,105057.71091409502
2019-07-18 03:50:00,103928,107629.0,106493.0,108094.75389438524,107404.22563002403,107920.4151846218,105853.96213898328,104757.885848558
2019-07-18 03:55:00,102376,103928.0,103519.0,106443.0720309016,107482.48551409472,106542.09224444348,105796.29481157551,104348.26474433557
2019-07-18 04:00:00,106253,102376.0,105412.0,104830.9035944663,106189.91918371899,105076.91570322392,105509.75,103964.77365132688
2019-07-18 04:05:00,105467,106253.0,102757.0,105394.615995218,105053.26770819181,104636.40566635728,104923.49900307808,103583.8041299627
2019-07-18 04:10:00,106074,105467.0,104480.0,105423.3086780438,104757.25170301787,104443.83357414004,104151.95122336473,103203.09982536297
2019-07-18 04:15:00,99004,106074.0,102176.0,105681.23969159595,104292.03085336938,104454.87032359975,103869.25,102834.67143161636
2019-07-18 04:20:00,102776,99004.0,102635.0,103055.70109652977,104411.49423964259,102778.26791981082,104190.48460673432,102411.32140627784
2019-07-18 04:25:00,104959,102776.0,104112.0,102931.97924935148,104230.65648550645,102166.20096156832,104942.53316420395,102054.70762318184
2019-07-18 04:30:00,104708,104959.0,105070.0,103735.48084690506,103565.94706669518,102231.58761394916,105103.25,101649.35136536078
2019-07-18 04:35:00,102251,104708.0,105341.0,104120.982915847,102959.84193479556,102640.28062116432,104499.61320472046,101277.3518659231
2019-07-18 04:40:00,104608,102251.0,102936.0,103379.7303856002,102159.43527539841,102243.27862610796,103256.96958967352,100927.74258471788
2019-07-18 04:45:00,101428,104608.0,101975.0,103866.61074786636,102381.46759917105,102619.33815723455,102111.75,100563.8471118372
2019-07-18 04:50:00,101956,101428.0,104229.0,102899.95678978771,103012.50174639445,102052.01708252224,101188.39393308644,100191.7082824819
2019-07-18 04:55:00,97158,101956.0,99822.0,102525.77670881255,102533.51686871037,101881.8171840259,100473.19343082106,99859.55712396602
2019-07-18 05:00:00,101314,97158.0,100384.0,100398.01498784256,101140.2491985524,100290.40673757132,99893.5,99507.8915817731
2019-07-18 05:05:00,99522,101314.0,101430.0,100761.10718626637,100930.81958990468,100179.95653636695,99436.51901972452,99178.13147793784
2019-07-18 05:10:00,100109,99522.0,98940.0,100269.93086091965,100064.52398632035,99467.80713720068,99102.9692933022,98831.4956908968
2019-07-18 05:15:00,99936,100109.0,100994.0,100206.13861616672,100603.44861489945,99466.269261009,98893.5,98528.69084076853
